year,quarter,region,area,level_of_edu,value,unit,source
2565,Quarter 4,Nationwide,Total,Higher Education - Teacher Education Track,65.75,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,Other Education,88.46,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,Total,No Data,74.42,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Total,67.89,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,No Education,57.43,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Below Primary Education,44.59,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Primary Education,73.83,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Lower Secondary Education,63.3,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Upper Secondary Education - General Track,67.48,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,71.81,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Upper Secondary Education - Academic Track,80.58,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Higher Education - Academic Track,81.01,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Higher Education - Vocational Track,84.16,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Higher Education - Teacher Education Track,59.26,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,Other Education,92.59,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,ในเขตเทศบาล,No Data,69.91,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Total,67.0,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,No Education,51.27,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Below Primary Education,50.46,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Primary Education,75.78,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Lower Secondary Education,63.4,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - General Track,72.13,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Vocational Track,71.69,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Upper Secondary Education - Academic Track,49.91,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Higher Education - Academic Track,83.84,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Higher Education - Vocational Track,83.81,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Higher Education - Teacher Education Track,73.59,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,Other Education,82.52,Percentage,National Statistical Office of Thailand
2565,Quarter 4,Nationwide,นอกเขตเทศบาล,No Data,89.66,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Total,72.4,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,No Education,57.27,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Below Primary Education,44.55,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Primary Education,78.06,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Lower Secondary Education,69.07,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - General Track,68.93,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,74.85,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Upper Secondary Education - Academic Track,100.0,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Academic Track,81.15,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Vocational Track,81.71,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Higher Education - Teacher Education Track,61.77,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,Other Education,100.0,Percentage,National Statistical Office of Thailand
2565,Quarter 4,กรุงเทพมหานคร,ในเขตเทศบาล,No Data,58.86,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Total,69.46,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,No Education,62.12,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Below Primary Education,44.79,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Primary Education,73.69,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Lower Secondary Education,67.8,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Upper Secondary Education - General Track,71.35,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Upper Secondary Education - Vocational Track,74.5,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Upper Secondary Education - Academic Track,58.81,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Higher Education - Academic Track,81.32,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Higher Education - Vocational Track,85.79,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Higher Education - Teacher Education Track,65.87,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,Other Education,93.58,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,Total,No Data,79.09,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Total,69.46,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,No Education,68.08,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Below Primary Education,41.82,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Primary Education,72.07,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Lower Secondary Education,67.26,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - General Track,70.15,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Vocational Track,74.02,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Upper Secondary Education - Academic Track,73.72,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Higher Education - Academic Track,79.96,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Higher Education - Vocational Track,86.32,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Higher Education - Teacher Education Track,62.15,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,Other Education,94.56,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,ในเขตเทศบาล,No Data,74.74,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Total,69.47,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,No Education,55.76,Percentage,National Statistical Office of Thailand
2565,Quarter 4,ภาคกลาง,นอกเขตเทศบาล,Below Primary Education,46.71,Percentage,National Statistical Office of Thailand
